LOCID,LOC_with_putative_gene_name
LOC121430300,LOC121430300:Hypp-553
LOC121430398,LOC121430398:BcatL-1
LOC121430304,LOC121430304:Il1r/Rs1(d)
LOC121429417,LOC121429417
LOC121429418,LOC121429418
LOC121429987,LOC121429987:Hypp-1012
LOC121429390,LOC121429390:Slc10a1
LOC121429947,LOC121429947:Aadac-5
LOC121429969,LOC121429969:Hypp-1240
LOC121430316,LOC121430316:Colf-3
LOC121429811,LOC121429811:Mgam
LOC121429912,LOC121429912:Pnlip-10
LOC121430252,LOC121430252:EchdL1
LOC121429526,LOC121429526:Rxfp2L-2
LOC121430412,LOC121430412:Esd
LOC121429527,LOC121429527:Hypp2496
LOC121430080,LOC121430080:Hypp-298
LOC121429447,LOC121429447
LOC121429446,LOC121429446
LOC121430408,LOC121430408:Agmat
LOC121430365,LOC121430365:Esd
LOC121430405,LOC121430405
LOC121430381,LOC121430381:Hypp-2056
LOC121429705,LOC121429705:Unc93ha
LOC121429824,LOC121429824:Mgam
LOC121429933,LOC121429933:Aadac-5
LOC121429389,LOC121429389:Aadac-5
LOC121430034,LOC121430034:Herc4-2
LOC121429943,LOC121429943:Tacr2L-1
LOC121429873,LOC121429873:UxyltL
LOC121430140,LOC121430140:none
LOC121429894,LOC121429894:UxyltL
LOC121430078,LOC121430078:B4galt5-4
LOC121429539,LOC121429539:Herc4-4
LOC121431148,LOC121431148:Clect/Egf-7
LOC121430837,LOC121430837
LOC121430470,LOC121430470:Fucoltf
LOC121431450,LOC121431450:Hypp-2403
LOC121431335,LOC121431335:Hypp-1537
LOC121431151,LOC121431151:Hypp-150
LOC121431119,LOC121431119:Gpr112
LOC121431155,LOC121431155:PolppL-31
LOC121430868,LOC121430868:Z105
LOC121431159,LOC121431159
LOC121431447,LOC121431447:Lrp4L-4
LOC121431120,LOC121431120:NA
LOC121430688,LOC121430688:Echn3
LOC121431430,LOC121431430:Xkr6-1
LOC121431429,LOC121431429:Xkr6
LOC121431167,LOC121431167:Clect/Tm-4
LOC121431396,LOC121431396
LOC121431381,LOC121431381:Hypp-2906
LOC121430463,LOC121430463:none
LOC121430761,LOC121430761:GagpL-3
LOC121431037,LOC121431037:Il17-7
LOC121431358,LOC121431358:Il17-11
LOC121431169,LOC121431169:Hypp-650
LOC121430873,LOC121430873:NotchL9
LOC121431174,LOC121431174
LOC121430509,LOC121430509:Gabbr1-6
LOC121431226,LOC121431226:NA
LOC121431339,LOC121431339:Cyp2L62
LOC121430516,LOC121430516:Hypp-3055
LOC121431058,LOC121431058:Kcns3
LOC121431187,LOC121431187:Hypp-7
LOC121431081,LOC121431081:Dhyg-3
LOC121431138,LOC121431138:Dhyg-3
LOC121431008,LOC121431008:Rdh8-1
LOC121431077,LOC121431077:Liph
LOC121431014,LOC121431014:Anxa7-1
LOC121431386,LOC121431386:Anxn
LOC121431206,LOC121431206:Slc34a2-1
LOC121431209,LOC121431209
LOC121430459,LOC121430459:Enpp7-1
LOC121431127,LOC121431127:Slc5a7-2
LOC121431079,LOC121431079:Enpp3
LOC121430856,LOC121430856:Tcf23/24
LOC121431212,LOC121431212
LOC121431215,LOC121431215
LOC121431461,LOC121431461
LOC121431219,LOC121431219:Slc16a12L-16
LOC121431222,LOC121431222:Slc16a12L-16
LOC121431223,LOC121431223:Plxnb2L
LOC121430952,LOC121430952:PlexB1
LOC121430450,LOC121430450:none
LOC121431347,LOC121431347:EchnL-5
LOC121430497,LOC121430497:Oit3L
LOC121430986,LOC121430986:Nphs1L
LOC121431085,LOC121431085:Echn26
LOC121431255,LOC121431255:Slc16a12L-18
LOC121431105,LOC121431105:Slco5a1-1
LOC121431057,LOC121431057:Hypp-2778
LOC121431240,LOC121431240:Echn24
LOC121431113,LOC121431113:Rgn
LOC121431390,LOC121431390:Hypp-1481
LOC121431088,LOC121431088:Slc16a1L
LOC121431235,LOC121431235:Hypp-1132
LOC121431416,LOC121431416:AsicL6
LOC121431132,LOC121431132
LOC121431025,LOC121431025:SphH2b2
LOC121431249,LOC121431249:Srcr93
LOC121431359,LOC121431359:Sqle-3
LOC121431259,LOC121431259:Hypp-2403
LOC121430947,LOC121430947:Lgals3bpL
LOC121431376,LOC121431376:Hypp-2403
LOC121431261,LOC121431261:Hypp-2403
LOC121430993,LOC121430993:Sstr5L-1
LOC121431024,LOC121431024:Tk5
LOC121431267,LOC121431267
LOC121431268,LOC121431268:Hypp-1961
LOC121431460,LOC121431460:Echn-21
LOC121431271,LOC121431271:Egfib-9
LOC121430908,LOC121430908:PolppL-65
LOC121431276,LOC121431276:Hypp-476
LOC121431278,LOC121431278:Slc16a12-3
LOC121431280,LOC121431280:none
LOC121430483,LOC121430483:Hypp-2095
LOC121431227,LOC121431227:Hypp-1961
LOC121430985,LOC121430985:Odc1
LOC121430840,LOC121430840:Hypp-2402
LOC121431444,LOC121431444:Hypp-476
LOC121431296,LOC121431296:CubnL-3
LOC121431332,LOC121431332:Prardh
LOC121430851,LOC121430851:Hypp-1743
LOC121430959,LOC121430959:Hypp-560
LOC121430803,LOC121430803:Lama2f-1
LOC121431310,LOC121431310:Mak
LOC121431013,LOC121431013:Echn24
LOC121431468,LOC121431468:Egf/Zp-1
LOC121431342,LOC121431342:Egf/Ccp/Zp
LOC121430522,LOC121430522:Chdh
LOC121431026,LOC121431026:Hypp-1537
LOC121430562,LOC121430562:Hypp-698
LOC121430563,LOC121430563:Hypp-2059
LOC121430569,LOC121430569:Clect/Tm-9
LOC121430570,LOC121430570:none
LOC121431425,LOC121431425:SommL-2
LOC121431029,LOC121431029:Rdh8-4
LOC121431047,LOC121431047:Chrm3
LOC121431213,LOC121431213:GhdcL7
LOC121430510,LOC121430510:Ghdc1-6
LOC121430891,LOC121430891:none
LOC121431410,LOC121431410:Hypp-888
LOC121430940,LOC121430940:Amy-9
LOC121430457,LOC121430457:NA
LOC121430573,LOC121430573:Hypp-2734
LOC121430577,LOC121430577:Hypp-1822
LOC121431016,LOC121431016:Srcr39
LOC121430584,LOC121430584:Hypp-2239
LOC121430589,LOC121430589:Srcr39
LOC121431098,LOC121431098
LOC121430593,LOC121430593:Hypp-7
LOC121430594,LOC121430594:Fn3/Egff-15
LOC121430595,LOC121430595:Odz3
LOC121430478,LOC121430478:Hypp-2686
LOC121430599,LOC121430599:Egf/Zp-2
LOC121430600,LOC121430600:Hypp-2123
LOC121431442,LOC121431442
LOC121430915,LOC121430915:ReelerL-6
LOC121430610,LOC121430610:none
LOC121430442,LOC121430442:none
LOC121431203,LOC121431203
LOC121430973,LOC121430973
LOC121430474,LOC121430474:Msr1L
LOC121430917,LOC121430917:Hypp-257
LOC121431357,LOC121431357:none
LOC121430814,LOC121430814:Hypp-257
LOC121430970,LOC121430970:Gpr101L-4
LOC121430771,LOC121430771:Hypp-1793
LOC121430899,LOC121430899:Myl9
LOC121431090,LOC121431090:Chdh-6
LOC121431706,LOC121431706
LOC121432115,LOC121432115:none
LOC121432116,LOC121432116:Hypp-2517
LOC121432117,LOC121432117:Hypp-2152
LOC121431894,LOC121431894
LOC121431985,LOC121431985:none
LOC121431945,LOC121431945:AkrL-2
LOC121432121,LOC121432121:AkrL
LOC121432009,LOC121432009
LOC121432032,LOC121432032:Hypp-1757
LOC121431699,LOC121431699
LOC121431860,LOC121431860
LOC121405560,LOC121405560:Hypp-1757
LOC121405584,LOC121405584:Pla2g12
LOC121432143,LOC121432143:Hypp-1757
LOC121432056,LOC121432056:none
LOC121431899,LOC121431899:none
LOC121432145,LOC121432145:Chst11
LOC121431557,LOC121431557:AnL1
LOC121432267,LOC121432267:An
LOC121432149,LOC121432149
LOC121432151,LOC121432151:Slc16-1
LOC121432060,LOC121432060:HyalinL
LOC121432065,LOC121432065:Cyp2L47
LOC121405575,LOC121405575
LOC121432253,LOC121432253
LOC121431886,LOC121431886:Elovl2
LOC121432162,LOC121432162:Trpc5-2
LOC121405598,LOC121405598:QrfprL-5
LOC121432043,LOC121432043:none
LOC121431997,LOC121431997:Hypp-2672
LOC121432278,LOC121432278:none
LOC121431920,LOC121431920:Cyp2L41
LOC121432168,LOC121432168:none
LOC121432171,LOC121432171:Hypp-575
LOC121432025,LOC121432025:Chrna5L
LOC121432175,LOC121432175:Srcr195
LOC121432075,LOC121432075:none
LOC121432044,LOC121432044:Hypp-2120
LOC121431927,LOC121431927:Chst3L-2
LOC121405604,LOC121405604:none
LOC121432180,LOC121432180:Cub/Clect/Ldla/Lrr/Gpcr
LOC121432272,LOC121432272:Cub/Clect/Ldla/Lrr/Gpcr
LOC121432184,LOC121432184:Slc16-1
LOC121432185,LOC121432185:Slc16-1
LOC121432119,LOC121432119
LOC121431930,LOC121431930
LOC121431929,LOC121431929
LOC121431957,LOC121431957
LOC121432048,LOC121432048:Fmo5-2
LOC121431662,LOC121431662:Endrvt95
LOC121432127,LOC121432127:NA
LOC121431631,LOC121431631:Nlr15
LOC121431964,LOC121431964:Iws1
LOC121432010,LOC121432010:none
LOC121432123,LOC121432123
LOC121405595,LOC121405595:Hypp-155
LOC121405596,LOC121405596:Gpr50L-1
LOC121432197,LOC121432197:Hypp-726
LOC121431582,LOC121431582:Hypp-726
LOC121432198,LOC121432198:Hypp-726
LOC121432013,LOC121432013:Hypp-1727
LOC121431562,LOC121431562
LOC121431574,LOC121431574:none
LOC121432206,LOC121432206:PolypL-942
LOC121432208,LOC121432208:Gpr151L-12
LOC121431867,LOC121431867:Ewamph
LOC121431543,LOC121431543:Srcr138
LOC121432210,LOC121432210:Srcr138
LOC121432211,LOC121432211:none
LOC121432214,LOC121432214:Lrr/Igr-18
LOC121432215,LOC121432215:Lrr/Igr-18
LOC121431932,LOC121431932:none
LOC121405603,LOC121405603:NA
LOC121432223,LOC121432223:Lrr/Igr-9
LOC121432096,LOC121432096:MucL-6
LOC121432276,LOC121432276:Hypp-2740
LOC121432231,LOC121432231:Hypp2032
LOC121432271,LOC121432271:Hypp2032
LOC121431906,LOC121431906:Hypp-2740
LOC121432035,LOC121432035:Arxl
LOC121431692,LOC121431692:Atol1
LOC121432255,LOC121432255:NA
LOC121432240,LOC121432240:Rergl1
LOC121431679,LOC121431679
LOC121405853,LOC121405853:Nlr59
LOC121406192,LOC121406192:Ddx27
LOC121406028,LOC121406028:L1td1L
LOC121406194,LOC121406194:Rt4
LOC121405877,LOC121405877:Titin
LOC121405957,LOC121405957:none
LOC121406140,LOC121406140:NA
LOC121406022,LOC121406022:none
LOC121405654,LOC121405654:none
LOC121405653,LOC121405653:none
LOC121406349,LOC121406349:none
LOC121406202,LOC121406202:Hypp-2483
LOC121406101,LOC121406101:Unc44-293
LOC121405687,LOC121405687:NA
LOC121405659,LOC121405659:Acsc5
LOC121405991,LOC121405991:Trngltam
LOC121406220,LOC121406220:Arfgap2/3-1
LOC121406187,LOC121406187
LOC121405939,LOC121405939
LOC121406346,LOC121406346:Cnt3
LOC121406126,LOC121406126:NA
LOC121406107,LOC121406107:NA
LOC121406143,LOC121406143:BcatL-1
LOC121406238,LOC121406238
LOC121406156,LOC121406156:Hypp-808
LOC121406239,LOC121406239:none
LOC121405865,LOC121405865
LOC121406240,LOC121406240:none
LOC121406134,LOC121406134:Hrh3-9
LOC121405955,LOC121405955:Hypp-59
LOC121406365,LOC121406365:Rergl7
LOC121406008,LOC121406008:Clect-14
LOC121405990,LOC121405990:Clect-14
LOC121406311,LOC121406311:Clect/Fn3-17
LOC121406086,LOC121406086:Clect/Fn3-17
LOC121406253,LOC121406253:Clect/Fn3-17
LOC121405958,LOC121405958:Hypp-289
LOC121406255,LOC121406255:Hypp-650
LOC121405669,LOC121405669:Hypp-650
LOC121406331,LOC121406331:Clect/Fn3-17
LOC121405744,LOC121405744:Hypp-2606
LOC121406267,LOC121406267
LOC121405998,LOC121405998:Slc5a3-3
LOC121406270,LOC121406270:Srcr12-1
LOC121406274,LOC121406274:Csmd2L-2
LOC121406275,LOC121406275:Egf/Ccp
LOC121406373,LOC121406373:Polsrs
LOC121405680,LOC121405680:Ggdef
LOC121405702,LOC121405702:NA
LOC121405686,LOC121405686:Hypp-2891
LOC121406353,LOC121406353
LOC121406102,LOC121406102:P4htmL
LOC121406377,LOC121406377:AapL
LOC121406053,LOC121406053:C-lectin/PMC1
LOC121406111,LOC121406111:Sm30E
LOC121406020,LOC121406020:Sm30A
LOC121406288,LOC121406288:Clect-99
LOC121406291,LOC121406291:Csmd2L-2
LOC121406065,LOC121406065:Fibcd1-1
LOC121406296,LOC121406296:Sarmr5
LOC121406080,LOC121406080:St8sia2
LOC121406297,LOC121406297:St8sia2
LOC121406023,LOC121406023:St8sia2
LOC121406302,LOC121406302:Fn3-36
LOC121406363,LOC121406363:Fn3-36
LOC121406306,LOC121406306:Slc22a3-1
LOC121406164,LOC121406164:none
LOC121406388,LOC121406388:Atl7L
LOC121406321,LOC121406321:Unc44-293
LOC121406325,LOC121406325:Unc44-161
LOC121405710,LOC121405710:Hypp-1423
LOC121405756,LOC121405756:Hypp-1423
LOC121406385,LOC121406385
LOC121405676,LOC121405676:NA
LOC121406358,LOC121406358:Slc16a9-4
LOC121405773,LOC121405773:none
LOC121406323,LOC121406323:Ugt2b33-1
LOC121405884,LOC121405884:Clect-25
LOC121406031,LOC121406031:Sm37
LOC121405815,LOC121405815:Sm50
LOC121405817,LOC121405817:Sm32
LOC121406038,LOC121406038:Ldha
LOC121405774,LOC121405774
LOC121405717,LOC121405717:Rergl5
LOC121405962,LOC121405962:Fibcd1-1
LOC121406116,LOC121406116
LOC121406615,LOC121406615:PolppL-21
LOC121405847,LOC121405847:Col18a1Lf
LOC121406629,LOC121406629:Harbi1-3
LOC121406630,LOC121406630:none
LOC121415105,LOC121415105:NA
LOC121418587,LOC121418587:Hypp-1538
LOC121405992,LOC121405992:none
LOC121421145,LOC121421145:Hypp-2938
LOC121426079,LOC121426079:Mmp13L
LOC121427187,LOC121427187:AsicL2
LOC121407129,LOC121407129:Lox
LOC121407686,LOC121407686:Vegf
LOC121429714,LOC121429714:St8sia4-2
LOC121408789,LOC121408789:Acsf2
LOC121408959,LOC121408959
LOC121408975,LOC121408975:FibA-1
LOC121409080,LOC121409080:Sc4mol-2
LOC121406208,LOC121406208:Scye1
LOC121429928,LOC121429928:ReelerL-6
LOC121406404,LOC121406404:Hypp-2125
LOC121430200,LOC121430200:PolppL-42
LOC121411014,LOC121411014:none
LOC121411198,LOC121411198:Tacr2L-1
LOC121412586,LOC121412586:Tlr115
LOC121414310,LOC121414310:Asp-2
LOC121406450,LOC121406450:Col18a1Lf
LOC121415338,LOC121415338:Smu1L
LOC121430790,LOC121430790
LOC121415977,LOC121415977:NA
LOC121406473,LOC121406473:Kiaa1161L-2
LOC121417475,LOC121417475:Nbn1
LOC121406484,LOC121406484:Slc17a5-1
LOC121418346,LOC121418346:none
LOC121431221,LOC121431221:Hypp-1557
LOC121418850,LOC121418850:Hypp-1074
LOC121406493,LOC121406493:Cavl
LOC121419569,LOC121419569
LOC121419788,LOC121419788
LOC121431615,LOC121431615
LOC121431685,LOC121431685
LOC121421141,LOC121421141:185/333/D1
LOC121421290,LOC121421290:185/333/D1
LOC121431799,LOC121431799:Hypp-2849
LOC121406532,LOC121406532
LOC121406550,LOC121406550:Hypp-2813
LOC121423847,LOC121423847:Hypp-631
LOC121431944,LOC121431944:GagpL-3
LOC121424699,LOC121424699:Hypp-530
LOC121425499,LOC121425499:Gpr126L
LOC121432124,LOC121432124:Hypp-1542
LOC121426913,LOC121426913:Chst11-4
LOC121432163,LOC121432163:Hypp-715
LOC121432234,LOC121432234:Ebr1
LOC121427847,LOC121427847:Hrh3-10
LOC121406584,LOC121406584:Hrh3-10
LOC121429315,LOC121429315:Tlr076
LOC121407025,LOC121407025:blaZ
LOC121409335,LOC121409335:none
LOC121407177,LOC121407177
LOC121409382,LOC121409382
LOC121409377,LOC121409377:Slc7a11-3
LOC121409409,LOC121409409:Hsf5L
LOC121409584,LOC121409584:Slc16a12-6
LOC121407425,LOC121407425:Hypp-9
LOC121407460,LOC121407460:Chrna2
LOC121409674,LOC121409674:Mt5/6L1
LOC121407522,LOC121407522:none
LOC121407524,LOC121407524:none
LOC121407552,LOC121407552:Ugt2c1
LOC121409407,LOC121409407
LOC121407607,LOC121407607:Tf
LOC121407708,LOC121407708:Hao1
LOC121409714,LOC121409714:Hypp-2065
LOC121409422,LOC121409422:Neto1
LOC121407805,LOC121407805:Tlr112
LOC121407858,LOC121407858:Itih-1
LOC121409435,LOC121409435:Egfi-4
LOC121409758,LOC121409758:none
LOC121407969,LOC121407969:Nt5e
LOC121409450,LOC121409450:Hypp-2128
LOC121409452,LOC121409452:Slc7a11-10
LOC121406805,LOC121406805
LOC121408110,LOC121408110:NA
LOC121406817,LOC121406817:Tpase2
LOC121406824,LOC121406824:Rt
LOC121408191,LOC121408191:Adra1dL-2
LOC121406838,LOC121406838
LOC121408339,LOC121408339
LOC121408364,LOC121408364
LOC121406884,LOC121406884:Cpa1L
LOC121406888,LOC121406888
LOC121409547,LOC121409547:none
LOC121408592,LOC121408592:NA
LOC121406916,LOC121406916
LOC121408709,LOC121408709:PolppL-42
LOC121406925,LOC121406925:Echn-21
LOC121406927,LOC121406927:Hypp-1718
LOC121408743,LOC121408743:none
LOC121409606,LOC121409606:none
LOC121406930,LOC121406930:Chdh-4
LOC121406933,LOC121406933:Hypp-179
LOC121408820,LOC121408820
LOC121409616,LOC121409616:none
LOC121409624,LOC121409624:none
LOC121409010,LOC121409010:Tssk1
LOC121409015,LOC121409015
LOC121409033,LOC121409033:Mel1aL
LOC121409037,LOC121409037:Surreal/Gpcr139
LOC121409055,LOC121409055
LOC121409094,LOC121409094:Mtmmpd
LOC121406969,LOC121406969:PppL-208
LOC121409220,LOC121409220:Tbx1
LOC121409908,LOC121409908:Notchlg1
LOC121411938,LOC121411938:Notchlg1
LOC121409916,LOC121409916:Notchlg1
LOC121409920,LOC121409920:AchE-8
LOC121412165,LOC121412165:none
LOC121411942,LOC121411942:Rt11
LOC121409966,LOC121409966
LOC121412171,LOC121412171
LOC121412175,LOC121412175:Ppap2cL
LOC121410139,LOC121410139:none
LOC121411958,LOC121411958
LOC121410244,LOC121410244:Unc50
LOC121410258,LOC121410258:Hypp-2689
LOC121410507,LOC121410507:Tmem195-2
LOC121411987,LOC121411987:Slc7a11-12
LOC121411992,LOC121411992
LOC121412195,LOC121412195:Dnase1-1
LOC121410659,LOC121410659:Dnase1-1
LOC121410694,LOC121410694:Hox8
LOC121410784,LOC121410784
LOC121410809,LOC121410809:none
LOC121410815,LOC121410815
LOC121410823,LOC121410823:none
LOC121412041,LOC121412041:NA
LOC121412047,LOC121412047:Hypp-2535
LOC121412056,LOC121412056:Dcst2L1-1
LOC121412059,LOC121412059:Hypp-3
LOC121411347,LOC121411347:Kcnk5
LOC121411408,LOC121411408:Safb2L
LOC121411423,LOC121411423:none
LOC121411435,LOC121411435:Hypp-2323
LOC121411524,LOC121411524:Tmem145L
LOC121411667,LOC121411667:none
LOC121412263,LOC121412263
LOC121412273,LOC121412273:Tlr055
LOC121412133,LOC121412133:PlgL2-1
LOC121412292,LOC121412292:MifL1
LOC121411907,LOC121411907
LOC121412156,LOC121412156:Nudt5
LOC121412491,LOC121412491:none
LOC121412400,LOC121412400:PppL-180
LOC121412406,LOC121412406:EndrvtB
LOC121413192,LOC121413192
LOC121412416,LOC121412416
LOC121413222,LOC121413222:none
LOC121413288,LOC121413288:Unc44-188
LOC121412453,LOC121412453:NA
LOC121413304,LOC121413304
LOC121413312,LOC121413312:none
LOC121413324,LOC121413324:Cyp4L1
LOC121412477,LOC121412477:Slc17
LOC121413344,LOC121413344:Hnmtl
LOC121412546,LOC121412546:Hypp-2728
LOC121413388,LOC121413388:none
LOC121412557,LOC121412557:Cyp4L1
LOC121412807,LOC121412807:Unc44-188
LOC121413429,LOC121413429:Rxfp2-6
LOC121412812,LOC121412812:Hypp-2508
LOC121412824,LOC121412824
LOC121412567,LOC121412567:none
LOC121412571,LOC121412571:Zfyve21L
LOC121412830,LOC121412830:Aadc
LOC121412833,LOC121412833:NA
LOC121412839,LOC121412839:Hypp-103
LOC121412583,LOC121412583:Amy-5
LOC121413548,LOC121413548:NA
LOC121412854,LOC121412854:Aadc
LOC121412855,LOC121412855
LOC121412872,LOC121412872
LOC121412874,LOC121412874
LOC121412597,LOC121412597:Sap30L
LOC121412882,LOC121412882:Amy-5
LOC121413607,LOC121413607:Cnnm2-1
LOC121412600,LOC121412600:Srcr49
LOC121412890,LOC121412890:Hypp-2862
LOC121412891,LOC121412891:none
LOC121412895,LOC121412895:Bhmt-5
LOC121413681,LOC121413681:Hypp-1028
LOC121412628,LOC121412628:NA
LOC121413772,LOC121413772:PppL-120
LOC121412943,LOC121412943:Slc22a1
LOC121413864,LOC121413864:Hypp-989
LOC121412662,LOC121412662:none
LOC121412953,LOC121412953:CubnL-4
LOC121412673,LOC121412673:Hypp-1035
LOC121413973,LOC121413973:Chrna7-6
LOC121413982,LOC121413982:none
LOC121412965,LOC121412965:CubnL-4
LOC121412966,LOC121412966
LOC121414037,LOC121414037:Slc22a3-8
LOC121412988,LOC121412988:Gfm2L
LOC121414050,LOC121414050:none
LOC121412694,LOC121412694:Hypp-1027
LOC121414071,LOC121414071:Atub12
LOC121414084,LOC121414084:Ugt2b34-3
LOC121412698,LOC121412698:none
LOC121414123,LOC121414123
LOC121412707,LOC121412707
LOC121412711,LOC121412711:none
LOC121413030,LOC121413030:Nlr52
LOC121414202,LOC121414202:Nt5e-2
LOC121412734,LOC121412734:Gal/lec15
LOC121412736,LOC121412736
LOC121414230,LOC121414230:none
LOC121414240,LOC121414240:Prss23
LOC121414241,LOC121414241:NA
LOC121414250,LOC121414250:Hypp-2462
LOC121412743,LOC121412743:Tlr091
LOC121414321,LOC121414321:Ust-2
LOC121413071,LOC121413071
LOC121414354,LOC121414354:Nlr8
LOC121413089,LOC121413089
LOC121412762,LOC121412762:none
LOC121412766,LOC121412766:Clect-6
LOC121414399,LOC121414399:none
LOC121412775,LOC121412775:Mett11L-1
LOC121413134,LOC121413134:Glt-1
LOC121413138,LOC121413138:Clca-7
LOC121412784,LOC121412784:Clca-8
LOC121414462,LOC121414462:Hypp-2517
LOC121413149,LOC121413149:Clect-6
LOC121414492,LOC121414492:Zc3p26
LOC121414508,LOC121414508:Atub13
LOC121414527,LOC121414527:Atub13
LOC121414528,LOC121414528:Atub13
LOC121414811,LOC121414811
LOC121414823,LOC121414823:Echn10
LOC121415108,LOC121415108:Hypp-637
LOC121414830,LOC121414830
LOC121415170,LOC121415170:Znf862L
LOC121415185,LOC121415185
LOC121415201,LOC121415201
LOC121414855,LOC121414855:none
LOC121414858,LOC121414858:Zmym1-2
LOC121415308,LOC121415308:EhH4-79
LOC121414761,LOC121414761:Unk-75
LOC121414876,LOC121414876:Unk-75
LOC121415371,LOC121415371:Scnn1a
LOC121414895,LOC121414895:Srcr105
LOC121415541,LOC121415541:Tlr032
LOC121415568,LOC121415568
LOC121415596,LOC121415596:Pgrp3
LOC121415598,LOC121415598:
LOC121414794,LOC121414794:Tmem20-8
LOC121415646,LOC121415646:Slc27a2-3
LOC121414795,LOC121414795:Chst3
LOC121414950,LOC121414950:Fn3/Egff-8
LOC121414829,LOC121414829:Gpr54
LOC121415789,LOC121415789
LOC121415390,LOC121415390:Slc16
LOC121414867,LOC121414867:Slc16a12L-18
LOC121415399,LOC121415399:Mamdc4-13
LOC121415402,LOC121415402:Gnrhr
LOC121415424,LOC121415424:NA
LOC121415436,LOC121415436:Hypp-1169
LOC121415440,LOC121415440:PppL-131
LOC121416044,LOC121416044:Slc22a3-9
LOC121415444,LOC121415444:Echn39
LOC121416090,LOC121416090:Hypp2998
LOC121414932,LOC121414932:NA
LOC121416108,LOC121416108:Clca-13
LOC121416151,LOC121416151:Atr-1
LOC121414954,LOC121414954:Dom3zL-4
LOC121416181,LOC121416181:Chrna9-4
LOC121416196,LOC121416196:Hypp3152
LOC121416198,LOC121416198:Hypp2998
LOC121414960,LOC121414960
LOC121416211,LOC121416211:none
LOC121414979,LOC121414979:Hypp-1679
LOC121416270,LOC121416270
LOC121416276,LOC121416276:St8sia-2
LOC121414996,LOC121414996:Hypp-1679
LOC121415001,LOC121415001:SemaB
LOC121416319,LOC121416319:Fbn3L
LOC121416718,LOC121416718:PolypL-8
LOC121416720,LOC121416720:Hypp7282
LOC121416722,LOC121416722:Nlr54
LOC121416442,LOC121416442:Hypp-2889
LOC121416731,LOC121416731
LOC121416463,LOC121416463:none
LOC121416749,LOC121416749:Nlr124
LOC121416906,LOC121416906
LOC121416909,LOC121416909:GagpL-3
LOC121416760,LOC121416760:Slc5a12-5
LOC121416947,LOC121416947:Unc44-354
LOC121416488,LOC121416488:none
LOC121416979,LOC121416979:NA
LOC121416805,LOC121416805
LOC121416826,LOC121416826:Prg4-2
LOC121416524,LOC121416524:none
LOC121416534,LOC121416534:Pcyt2-1
LOC121416535,LOC121416535
LOC121417598,LOC121417598
LOC121417609,LOC121417609:Unc44L-30
LOC121417614,LOC121417614
LOC121417622,LOC121417622:Scavr
LOC121416556,LOC121416556:none
LOC121417631,LOC121417631
LOC121417197,LOC121417197:Tlr036
LOC121417214,LOC121417214:Hypp-2457
LOC121417227,LOC121417227:Rt11
LOC121416573,LOC121416573:none
LOC121417696,LOC121417696:Hypp-2081
LOC121417699,LOC121417699:none
LOC121416603,LOC121416603:Setd8L2
LOC121417715,LOC121417715:PppL-227
LOC121417383,LOC121417383:NA
LOC121417722,LOC121417722:Nlr44
LOC121417734,LOC121417734:Nlr44
LOC121417401,LOC121417401
LOC121416713,LOC121416713:Nlr133
LOC121417755,LOC121417755:RtL-97
LOC121416613,LOC121416613:Srcr33
LOC121417775,LOC121417775:Eif3m
LOC121417784,LOC121417784
LOC121417788,LOC121417788:Nlr44
LOC121417798,LOC121417798:Hypp-1330
LOC121416632,LOC121416632:Slc16a12-8
LOC121417803,LOC121417803
LOC121417452,LOC121417452:none
LOC121417810,LOC121417810:Hypp-55
LOC121417468,LOC121417468:none
LOC121417817,LOC121417817:Rdh11-1
LOC121416648,LOC121416648:Fut-1
LOC121417490,LOC121417490:Sm30A
LOC121417824,LOC121417824:Hypp-2466
LOC121416655,LOC121416655
LOC121417506,LOC121417506:Hypp-364
LOC121416673,LOC121416673:Fusip1
LOC121417878,LOC121417878:C10orf112L
LOC121417546,LOC121417546
LOC121418037,LOC121418037:Rt5
LOC121419018,LOC121419018:NA
LOC121418210,LOC121418210
LOC121418282,LOC121418282:Mrpl14L
LOC121418308,LOC121418308:Naalad2L-9
LOC121417953,LOC121417953
LOC121417955,LOC121417955:Hypp-1165
LOC121418591,LOC121418591:Hypp-1334
LOC121418677,LOC121418677:none
LOC121417982,LOC121417982:none
LOC121418082,LOC121418082:Hypp-584
LOC121418084,LOC121418084:Lrr2
LOC121417995,LOC121417995:Ttrspn-17
LOC121418091,LOC121418091:Ttrspn-17
LOC121418096,LOC121418096
LOC121418099,LOC121418099:Srcr172
LOC121418002,LOC121418002:Lct-8
LOC121419004,LOC121419004:Hypp-2638
LOC121419027,LOC121419027
LOC121418107,LOC121418107:Fic3
LOC121418005,LOC121418005:Slc5a7-4
LOC121418111,LOC121418111:none
LOC121419107,LOC121419107:Phlpb-2
LOC121418118,LOC121418118:Naalad2L-14
LOC121418014,LOC121418014
LOC121418123,LOC121418123:none
LOC121419303,LOC121419303:Col18a1Lf
LOC121419312,LOC121419312:Hypp-653
LOC121419371,LOC121419371
LOC121419448,LOC121419448:Stk22A
LOC121420556,LOC121420556
LOC121420698,LOC121420698:Igf-2
LOC121419771,LOC121419771:none
LOC121420562,LOC121420562:Z306
LOC121420572,LOC121420572:Clect/Tm-3
LOC121420583,LOC121420583:RtL-97
LOC121420693,LOC121420693:Clect-41
